Codigo de Centro,Sucursal,Hogar,Salud y Belleza,Moda,Juguetes,Tecnologia,Viajes,Papeleria,Venta Total,Fecha Corte
CEN031,LA CUSPIDE,535274,605616,913477,163600,1039972,623299,440022,4321260,7/31/2022
CEN032,CUATRO CAMINOS A,292235,104408,518360,774310,115521,390229,790561,2985624,7/31/2022
CEN033,CUATRO CAMINOS B,340346,1130847,828393,320151,156258,832775,105485,3714255,7/31/2022
CEN034,PLAZA INBURSA,373271,147592,488841,1082792,569542,347280,371755,3381073,7/31/2022
CEN035,PLAZA TLALNEPANTLA,1146409,807541,1242311,378685,892978,805935,122846,5396705,7/31/2022
CEN036,PLAZA CARSO,392451,719028,774753,718053,626536,811130,818271,4860222,7/31/2022
CEN037,PLAZA Q,852246,1199771,456418,124024,1233272,817873,827324,5510928,7/31/2022
CEN038,TOWN SQUARE METEPEC,440038,1157464,851787,162598,901011,552815,781739,4847452,7/31/2022
CEN039,SCOTIA AEROPUERTO,84292,76868,686369,658662,756166,243408,108095,2613860,7/31/2022
CEN040,ALTACIA LEON,385114,1140166,191464,1038610,41874,1151547,231230,4180005,7/31/2022
CEN041,ALTARIA AGUASCALIENTES,661093,996253,647757,387617,219412,963643,708919,4584694,7/31/2022
CEN042,AEROPUERTO I,,,,,,,,,7/31/2022
CEN043,TERMINAL 2,64521,188494,30099,797142,385764,131431,59928,1657379,7/31/2022
CEN044,SAMARA,1054018,491960,90385,151723,1156398,248275,598162,3790921,7/31/2022
CEN045,DESCONOCIDO,,,,,,,,,7/31/2022
CEN046,GRAN PLAZA GUADALAJARA,502996,549827,1134356,888435,801177,623866,759852,5260509,7/31/2022
CEN047,GALERIAS GUADALAJARA,1013731,395071,652881,173588,1112168,687786,268164,4303389,7/31/2022
CEN048,PASEO DEL CARMEN,1025978,899236,892510,1155647,533856,596017,1135998,6239242,7/31/2022
CEN049,REVOLUCION,985242,891985,858066,795321,532868,1187990,602960,5854432,7/31/2022
CEN050,ANTENAS,1226308,723286,918716,376704,269234,437819,1042416,4994483,7/31/2022
CEN051,AEROPUERTO VOLARIS,276701,174759,253508,424701,407900,443202,406658,2387429,7/31/2022
CEN052,AEROPUERTO INTERNACIONAL,1092049,90339,188927,177822,862171,150208,224273,2785789,7/31/2022
CEN053,THOR PLAYA DEL CARMEN,,,,,,,,,7/31/2022
CEN054,GRAN PLAZA CANCUN,247128,203831,947684,651720,71168,32999,986047,3140577,7/31/2022
CEN055,GALERIAS PACHUCA,1206110,690435,413373,405336,850455,194511,928853,4689073,7/31/2022
CEN056,AMERICAS CHETUMAL,,,,,,,,,7/31/2022
CEN057,AMERICAS PLAYA DEL CARMEN,1180277,1074459,58784,108726,802238,1242135,563601,5030220,7/31/2022
CEN058,CANCUN MALL,525484,166249,1001425,941116,1144295,1155073,1203646,6137288,7/31/2022
CEN059,CLAVERIA,252095,1166905,427699,375624,344945,153614,1136396,3857278,7/31/2022
CEN060,LA ISLA CANCUN,1035340,948963,33855,1194641,558574,1065054,658838,5495265,7/31/2022
CEN061,MITHIKA,,,,,,,,,7/31/2022
CEN062,PARQUE TOREO,491456,526453,261735,723194,658226,1249523,807925,4718512,7/31/2022
CEN063,AMERICAS CANCUN,102161,1244848,502413,789380,775719,354128,397879,4166528,7/31/2022
CEN064,CHEDRAUI POLANCO,52534,146425,511940,791189,1034202,271009,165999,2973298,7/31/2022
CEN065,AMERICAS VERACRUZ,708782,1137501,505134,392968,235148,256971,96886,3333390,7/31/2022
CEN066,EL DORADO VERACRUZ,387030,768936,232122,139708,1022424,866393,254492,3671105,7/31/2022
CEN067,AEROPUERTO SALAS,255518,211012,381611,358763,181105,286501,297669,1972179,7/31/2022
CEN068,ANTEA QUERETARO,85881,1157164,527681,968485,473158,25797,162428,3400594,7/31/2022
CEN069,CIBELES IRAPUATO,1155428,535752,677246,333639,167965,344279,1005817,4220126,7/31/2022
CEN070,PUERTA LA VICTORIA,726691,825107,1231932,1162314,498680,471317,207769,5123810,7/31/2022
CEN071,PUERTA ARAGON,,,,,,,,,7/31/2022
CEN072,TOLUCA PORTALES,312341,1040238,539287,889031,446607,602145,1179202,5008851,7/31/2022
CEN073,SENTURA TLALNEPANTLA,1165517,222057,55607,609737,339865,523811,1017691,3934285,7/31/2022
CEN074,CENTRO MERIDA,689895,390110,945971,983994,113554,1065045,255510,4444079,7/31/2022
CEN075,OASIS COYOACAN,69643,309945,1174663,309173,295548,1155267,371594,3685833,7/31/2022
CEN076,PLAZA CENTRAL,1241439,435394,1076841,46677,885950,685649,602219,4974169,7/31/2022
CEN077,PARQUE DELTA,555518,1211012,881611,1058763,181105,686501,497669,5072179,7/31/2022
CEN078,MUNDO E CINEMEX,773426,694501,234009,410639,232659,54645,1126312,3526191,7/31/2022
CEN079,PASEO INTERLOMAS,345223,242485,1034134,1091997,226678,213531,1245815,4399863,7/31/2022
CEN080,GALERIAS TOLUCA,131614,941873,743203,48253,726853,872216,800498,4264510,7/31/2022
CEN081,PLAZA DORADA,596880,238659,1206867,891933,540937,267396,1068883,4811555,7/31/2022
CEN082,AMBAR GUANAJUATO,,,,,,,,,7/31/2022
CEN083,PATIO TAPACHULA,,,,,,,,,7/31/2022
CEN084,TORRE LATINOAMERICANA,788696,348062,929728,985352,534253,1061538,559976,5207605,7/31/2022
CEN085,PLAZA LA ROSA,1149567,541494,133108,772887,279272,407750,700259,3984337,7/31/2022
CEN086,HARBOR MERIDA,298198,538664,919690,117196,710768,1243699,950850,4779065,7/31/2022
CEN087,DESCONOCIDO,,,,,,,,,7/31/2022
CEN088,PORTAL CENTRO,994922,717415,325184,1100237,777487,1248550,397557,5561352,7/31/2022
CEN089,CRYSTAL XALAPA,1017092,911985,956270,860215,816366,726720,641651,5930299,7/31/2022
CEN090,PLAZA MAYOR,593209,38256,735586,917706,1072721,1249402,821741,5428621,7/31/2022
CEN091,ALTABRISA MERIDA,985330,993648,213225,754736,1201243,1131805,916613,6196600,7/31/2022
CEN092,PLAZA JARDIN NEZA,770655,521255,581263,787653,418631,964742,140257,4184456,7/31/2022
CEN093,COSMOPOL,599663,1143811,590071,645959,50067,983223,280356,4293150,7/31/2022
CEN094,ZENTRALIA CIUDAD DEL CARMEN,722456,1034050,1247497,813364,184092,35683,855435,4892577,7/31/2022
CEN095,PASEO LA FE MONTERREY,804067,487971,1170985,253579,1199922,1051453,645295,5613272,7/31/2022
CEN096,PATIO TLAXCALA,306128,806194,282082,41653,983335,1179253,1115405,4714050,7/31/2022
CEN097,ZENTRALIA COLIMA,264310,677545,495747,699239,449282,649096,542649,3777868,7/31/2022
CEN098,GRAN SUR,509840,1218519,36124,647671,663549,125759,220883,3422345,7/31/2022
CEN099,PABELLON CUEMANCO,702869,1125932,986403,80178,552605,207026,33090,3688103,7/31/2022
CEN100,WORLD TRADE CENTER,,,,,,,,,7/31/2022
CEN101,ANGELOPOLIS PUEBLA,355967,1163517,682858,742069,957705,896871,974224,5773211,7/31/2022
CEN102,CUMBRES MTY NUEVO LEON,1147593,858825,787980,769992,260585,1004578,955505,5785058,7/31/2022
CEN103,FASHION DRIVE,626572,723593,137396,700416,1160703,635727,286935,4271342,7/31/2022
CEN104,PUNTO VALLE NUEVO LEON,,,,,,,,,7/31/2022
CEN105,LINCOLN MONTERREY,,,,,,,,,7/31/2022
CEN106,MONTERREY MORELOS (CENTRO),235552,852043,880960,1140979,851351,905894,832362,5699141,7/31/2022
CEN107,PUNTO SUR,1108435,811996,1201587,732675,332563,60552,1125166,5372974,7/31/2022
CEN108,LA PERLA JALISCO,310337,1237008,222190,973212,330678,490608,92433,3656466,7/31/2022
CEN109,GALERIAS VALLE ORIENTE MTY,1123146,550361,975119,968878,636966,489016,718686,5462172,7/31/2022
CEN110,PATIO MERIDA,,,,,,,,,7/31/2022
CEN111,MAX LEON,568889,452183,701757,958222,340360,287863,887862,4197136,7/31/2022
CEN112,ESPACIO CONDESA,,,,,,,,,7/31/2022
CEN113,DESCONOCIDO,,,,,,,,,7/31/2022
CEN114,PLAZA MAGNO CENTRO,254035,155669,125837,928699,837186,1082700,924435,4308561,7/31/2022
CEN115,TAPACHULA CENTRO,1224044,836094,869993,1027191,955146,652314,1240648,6805430,7/31/2022
CEN116,PLAYA DEL CARMEN,,,,,,,,,7/31/2022
CEN117,AMERICAS MORELIA (ESPACIO),293141,535014,1087222,595066,140307,626452,271583,3548785,7/31/2022
CEN118,MORELIA CENTRO,702702,765770,254613,75219,899996,108321,505688,3312309,7/31/2022
CEN119,DORADOS SAN LUIS,1176674,419801,233979,404897,700678,898660,1054000,4888689,7/31/2022
CEN120,LA LUCIERNAGA,235346,1132096,1140490,838820,500117,533694,1041059,5421622,7/31/2022
CEN121,AMERICAS VERACRUZ B,747922,449746,244151,195685,312541,463074,1090297,3503416,7/31/2022
CEN122,PASEO SAN PEDRO MTY,340988,423440,758654,250570,1137552,931711,365901,4208816,7/31/2022
CEN123,OAXACA CENTRO,625957,620995,1086066,92813,996242,471403,1212943,5106419,7/31/2022
CEN124,AEROPUERTO CANCUN,,,,,,,,,7/31/2022
CEN125,AMBAR TUXTLA,1112162,771041,423478,887272,892984,662715,57321,4806973,7/31/2022
CEN126,FORUM TLAQUEPAQUE,1114887,900982,59974,878074,537032,494992,872875,4858816,7/31/2022
CEN127,OUTLET LERMA,444054,108141,429210,441905,856847,1168577,1062518,4511252,7/31/2022
CEN128,VERACRUZ CENTRO,482439,1191222,525642,230493,777407,859738,1147270,5214211,7/31/2022
CEN129,PARQUE CELAYA,633485,917226,921163,1195568,545670,980096,1106149,6299357,7/31/2022
CEN130,AMERICAS TUXTLA,487824,1210105,1025086,771615,782520,1240336,643303,6160789,7/31/2022
CEN131,GENOVA,290730,836742,540243,320932,523854,498051,712034,3722586,7/31/2022
CEN132,PASEO ALTOZANO,252866,984724,44233,1141198,820533,363518,226228,3833300,7/31/2022
CEN133,PASEO CENTRAL CHIHUAHUA,703264,84563,667887,1073526,1214294,870043,178106,4791683,7/31/2022
CEN134,GRAN PLAZA MERIDA,1235381,996609,173667,209513,306610,221411,936207,4079398,7/31/2022
CEN135,AEROPUERTO CANCUN T2,342158,481307,169508,564562,575196,31180,24868,2188779,7/31/2022
CEN136,AEROPUERTO CANCUN T4,624624,229010,375087,183819,639672,421933,539807,3013952,7/31/2022
CEN137,PLAZA INSURGENTES,1065718,1029587,1190313,443792,29255,848857,732141,5339663,7/31/2022
CEN138,ALTABRISA TABASCO,590006,334951,282437,410074,925849,327811,1059581,3930709,7/31/2022
CEN139,APTO CANCUN T2 GDE,858821,665568,1154823,792143,217202,339656,437938,4466151,7/31/2022
CEN140,DESCONOCIDO,,,,,,,,,7/31/2022
CEN141,GALERIAS DIANA,1024286,1071413,1105242,478027,690844,686555,551311,5607678,7/31/2022
CEN142,TAMPICO CENTRO,1198887,672837,210173,732383,379375,29114,936340,4159109,7/31/2022
CEN143,ALTAMA,1088503,784352,1224495,1197507,835766,449075,47370,5627068,7/31/2022
CEN144,PATIO ACAPULCO,267100,187554,344602,660029,66819,1178678,1046553,3751335,7/31/2022
CEN145,CITADEL LA FE,915483,286804,336228,937284,204144,221038,635258,3536239,7/31/2022
CEN146,GALERIAS VALLARTA,287914,51824,684819,1009243,559015,324542,598245,3515602,7/31/2022
CEN147,ALAIA GUANAJUATO,1241270,1101944,431678,280760,1236001,126190,624085,5041928,7/31/2022
CEN148,ISLA VALLARTA,820757,336232,832117,644652,756537,1116924,814630,5321849,7/31/2022
CEN149,DESCONOCIDO,,,,,,,,,7/31/2022
CEN150,VIA ALTA GUANAJUATO,889541,170014,762798,284739,466344,111585,823953,3508974,7/31/2022
CEN151,PLAZA FIESTA ANAHUAC,326831,1098679,889039,738461,30997,347205,163706,3594918,7/31/2022
CEN152,PLAZA FIESTA SAN  AGUSTIN,45456,483486,191399,106675,705061,900953,1068275,3501305,7/31/2022
CEN153,LAGO DE GUADALUPE,242287,435445,108409,1081379,226930,914147,910049,3918646,7/31/2022
CEN154,CENTRIKA,787339,849949,836236,736033,758886,904673,734935,5608051,7/31/2022
CEN155,PATIO POZA RICA,1142549,1214492,207753,438490,349549,956710,375146,4684689,7/31/2022
CEN156,MERIDA CITY CENTER,418465,962339,798409,106552,438806,1119338,326496,4170405,7/31/2022
CEN157,ZENTRALIA CHURUBUSCO,582726,445384,188424,970662,989372,387063,350654,3914285,7/31/2022
CEN158,ALMANARA,899586,1246933,334305,338234,1004185,1069553,139358,5032154,7/31/2022
CEN159,PATIO HERMOSILLO,1228444,949304,687042,130980,708296,1091521,1153857,5949444,7/31/2022
CEN160,PATIO CHALCO,554165,536395,538249,195183,141025,978388,1100304,4043709,7/31/2022
CEN161,GALERIAS MAZATLAN,621353,265225,685830,648318,135882,562362,1069430,3988400,7/31/2022
CEN162,TERRAZA COAPA,475200,19725,1121673,643933,1024603,1121880,418563,4825577,7/31/2022
CEN163,LANDMARK GDL,133308,611771,893106,200773,1148358,569421,719699,4276436,7/31/2022
CEN164,ESPACIO AGUASCALIENTES,423345,743919,245535,63800,1071310,1100036,984238,4632183,7/31/2022
CEN165,PATIO LINCOLN,651201,1131922,1093458,530269,719525,599745,607774,5333894,7/31/2022
CEN166,CHIHUAHUA CENTRO,,,,,,,,,7/31/2022
CEN167,OUTLET CANCUN,681552,50878,1128652,259044,492506,799909,283670,3696211,7/31/2022
CEN168,AMERICAS MERIDA,1100233,180088,719788,699173,853314,433202,654995,4640793,7/31/2022
CEN169,POZA RICA CENTRO,388528,629151,1236706,482676,1224832,1186379,772129,5920401,7/31/2022
CEN170,PATIO MATAMOROS,878667,576788,1236273,388857,30269,428667,458925,3998446,7/31/2022
CEN171,SANTA ANITA,1077368,812120,582948,206605,691369,754073,235380,4359863,7/31/2022
CEN172,SENDERO TOLUCA,55424,458317,464316,534029,1115396,951319,63310,3642111,7/31/2022
CEN173,SENDERO TIJUANA,700360,122582,1201695,1164975,946987,538147,523970,5198716,7/31/2022
CEN174,PLAYA DEL CARMEN ESSES,1248599,527537,418802,847261,1214421,1142825,1091002,6490447,7/31/2022
CEN175,FORUM TEPIC,606222,508044,1206878,96684,56198,603216,1084939,4162181,7/31/2022
CEN176,PLAZA BELLA OAXACA,957947,304731,402692,603520,1062210,431587,183769,3946456,7/31/2022
CEN177,MACROPLAZA DEL VALLE (MEXICALI),910582,331837,972836,838823,311888,114627,779338,4259931,7/31/2022
CEN178,PASEO LOS MOCHIS,301581,24898,222743,1177022,1166520,495304,577997,3966065,7/31/2022
CEN179,PLAZA TEPEYAC,518406,659249,272736,708043,157825,283298,761071,3360628,7/31/2022
CEN180,AMERICAS XALAPA,617091,961553,101595,310811,603427,864080,65298,3523855,7/31/2022
CEN181,PLAZA SATELITE,292284,565510,1232896,1024698,521474,1243055,52736,4932653,7/31/2022
CEN182,SENDERO OBREGON,134032,1167062,505895,893305,994713,740868,935467,5371342,7/31/2022
CEN183,MASARYK,579779,725322,616933,500436,741840,32127,93314,3289751,7/31/2022
CEN184,TOWN CENTER EL ROSARIO,1114708,109016,1171980,154422,1001095,181827,151473,3884521,7/31/2022
CEN185,LOS ATRIOS CUAUTLA,1217251,1027490,98254,1000934,495540,1142636,631358,5613463,7/31/2022
CEN186,DESCONOCIDO,,,,,,,,,7/31/2022
CEN187,GRAN TERRAZA OBLATOS,296600,359596,353592,920954,336968,875391,1199165,4342266,7/31/2022
CEN188,PLAZA SAN PEDRO,652001,1136277,371645,493188,870789,588942,27769,4140611,7/31/2022
CEN189,MADERO 67,1236223,1149604,1215614,1237110,149637,855534,735168,6578890,7/31/2022
CEN190,REFORMA LAREDO,773560,200922,702404,183601,720398,232456,640409,3453750,7/31/2022
CEN191,PREMIUM OUTLETS QUERETARO,834868,1075666,494474,1018256,429585,792251,499324,5144424,7/31/2022
CEN192,ACTINVER SANTA FE,130003,417322,423384,1136214,71319,917255,20462,3115959,7/31/2022
CEN193,PRADO NORTE,831199,243789,93175,521492,1237431,938044,921791,4786921,7/31/2022
CEN194,GALERIAS TLAXCALA,1246938,892749,1014733,615631,278878,1082719,1227796,6359444,7/31/2022
CEN195,GALERIAS CAMPECHE,105441,449881,489271,377656,967703,984389,772059,4146400,7/31/2022
CEN196,GALERIAS CELAYA,481349,983146,1159316,415954,546102,1091292,1231058,5908217,7/31/2022
CEN197,GALERIAS TAPACHULA,290988,912912,817257,693988,852928,109307,1178332,4855712,7/31/2022
CEN198,FASHION MALL CHIHUAHUA,643312,464634,571259,530912,20576,1053724,836602,4121019,7/31/2022
CEN199,PUNTA NORTE,118899,718925,906584,667255,1119490,550686,300422,4382261,7/31/2022
CEN200,PERISUR,1122797,1082802,302065,1242847,536894,200247,433018,4920670,7/31/2022
CEN201,ESFERA MONTERREY,29309,1125253,217396,729657,1020334,33222,986025,4141196,7/31/2022
CEN202,COATZACOALCOS CENTRO,,,,,,,,,7/31/2022
CEN203,MACROPLAZA INSURGENTES (TIJUANA),138632,778395,735249,1088934,651668,207590,813986,4414454,7/31/2022
CEN204,PUERTA TEXCOCO,918215,199643,79502,535077,673507,1224025,354801,3984770,7/31/2022
CEN205,APTO CHIHUAHUA,106429,492896,358992,191776,660687,746843,273699,2831322,7/31/2022
CEN206,ROYAL VILLAGE COZUMEL,847678,319740,1196815,109281,267198,226734,863737,3831183,7/31/2022
CEN207,APTO MTY TA,258821,365568,354823,492143,217202,339656,437938,2466151,7/31/2022
CEN208,APTO SLP,174005,200480,390678,958802,539028,466187,59698,2788878,7/31/2022
CEN209,APTO CD JUAREZ,151390,298787,394400,246723,117399,205222,1087444,2501365,7/31/2022
CEN210,PUERTO PARAISO LOS CABOS,257970,406368,187316,406617,933869,1020252,592109,3804501,7/31/2022
CEN211,LAS MISIONES JUAREZ,1005993,637443,363343,1209960,303844,1022292,96690,4639565,7/31/2022
CEN212,APTO MTY TC,945353,69313,217622,121130,233096,385914,914998,2887426,7/31/2022
CEN213,APTO MAZATLAN,198732,198757,371931,271535,444671,894641,104041,2484308,7/31/2022
CEN214,APTO CULIACAN,,,,,,,,,7/31/2022
CEN215,GALERIAS CUERNAVACA,908405,1092186,993889,994901,134507,110688,121094,4355670,7/31/2022
CEN216,PLAZA SAN LUIS,823324,723618,407170,624472,904549,542839,192678,4218650,7/31/2022
CEN217,GRAN PLAZA MAZATLAN,,,,,,,,,7/31/2022
CEN218,AMERICAS ECATEPEC,453468,84945,798920,248490,995923,640469,600054,3822269,7/31/2022
CEN219,PLAZA AGORA,733792,1042004,1187617,425009,236266,907813,296957,4829458,7/31/2022
CEN220,PARQUE TEZONTLE,32417,1077112,266955,937462,454043,702165,442445,3912599,7/31/2022
CEN221,E COMMERCE,224560,346668,537416,235617,333869,560252,522679,2761061,7/31/2022
CEN222,GALERIAS MONTERREY,19089,1127099,964071,854127,494816,733667,369794,4562663,7/31/2022
CEN223,GALERIAS METEPEC,727743,680620,1029679,785973,771107,596000,111956,4703078,7/31/2022
CEN224,SAN LUIS POTOSI CENTRO,738779,305729,940171,891106,826885,74785,59032,3836487,7/31/2022
CEN225,PARQUE LINDAVISTA,503424,309197,207212,692081,340781,533240,503155,3089090,7/31/2022
CEN226,OCEANIA,87727,791783,774056,666360,471552,474679,849287,4115444,7/31/2022
CEN227,APTO T1 GRANDE,198403,534110,342049,49554,1106197,68813,511150,2810276,7/31/2022
CEN228,APTO T1 CHICA,,,,,,,,,7/31/2022
CEN229,PENINSULA TIJUANA,482133,1143705,412358,480331,966915,942392,227798,4655632,7/31/2022
CEN230,PARQUE TEPEYAC,689801,208789,49790,712673,44877,1014093,1084610,3804633,7/31/2022
CEN231,PORTAL SAN ANGEL,1011384,292173,244721,389528,1052711,530907,307998,3829422,7/31/2022
CEN232,AMERICAS CHETUMAL,207910,1147559,461423,559820,21163,736999,346124,3480998,7/31/2022
CEN233,GALERIAS SALTILLO,387485,1048404,307768,1191678,741016,762513,183050,4621914,7/31/2022
CEN234,MITHIKA,797904,75068,450821,403017,398434,1219282,267972,3612498,7/31/2022
CEN235,FUNO CAMBIO 3,,,,,,,,,7/31/2022
CEN236,FUNO CAMBIO 4,,,,,,,,,7/31/2022
