Codigo de Centro,Sucursal,Hogar,Salud y Belleza,Moda,Juguetes,Tecnologia,Viajes,Papeleria,Venta Total,Fecha Corte
CEN021,PATIO TOLUCA,979702,806848,798965,265181,985328,862029,21302,4719355,8/31/2022
CEN022,FORTUNA LINDAVISTA,149624,223928,964533,819035,556053,59490,509290,3281953,8/31/2022
CEN023,PUEBLA 4,467409,351006,1246259,932464,896381,324390,514137,4732046,8/31/2022
CEN024,CENTRO XALAPA,464808,875486,783611,1219038,870851,581767,1115869,5911430,8/31/2022
CEN025,INSURGENTES FLAGSHIP,935579,1185190,1171642,945189,978416,1124948,697671,7038635,8/31/2022
CEN026,LEON CENTRO PORTALES,1075050,823367,402038,1232140,1112959,562900,685657,5894111,8/31/2022
CEN027,CONDESA,1094716,458173,329124,71247,1099340,1190701,1144314,5387615,8/31/2022
CEN028,VIA VALLEJO,731283,333657,33879,512552,549102,597816,1240835,3999124,8/31/2022
CEN029,CENTRO 16 DE SEPTIEMBRE,984828,1109024,498035,316938,816939,589115,1184920,5499799,8/31/2022
CEN030,PABELLON POLANCO,787635,955977,988782,264537,414064,184941,1051473,4647409,8/31/2022
CEN031,LA CUSPIDE,783430,318198,939812,928233,144758,832064,574026,4520521,8/31/2022
CEN032,CUATRO CAMINOS A,458550,273963,294861,1042146,517268,62361,403293,3052442,8/31/2022
CEN033,CUATRO CAMINOS B,47542,604394,165600,494820,1102347,780704,593612,3789019,8/31/2022
CEN034,PLAZA INBURSA,154764,200766,777287,554672,378568,332775,991833,3390665,8/31/2022
CEN035,PLAZA TLALNEPANTLA,649165,1056559,996643,988773,645810,374882,673618,5385450,8/31/2022
CEN036,PLAZA CARSO,525683,490847,105252,698845,1214005,1229014,735787,4999433,8/31/2022
CEN037,PLAZA Q,1230141,1009992,203203,764333,293567,1243830,785753,5530819,8/31/2022
CEN038,TOWN SQUARE METEPEC,413954,462071,595275,1214261,267065,948404,1085029,4986059,8/31/2022
CEN039,SCOTIA AEROPUERTO,421996,585026,86115,116634,554587,335982,638935,2739275,8/31/2022
CEN040,ALTACIA LEON,963477,903521,637476,494629,897988,131805,351482,4380378,8/31/2022
CEN041,ALTARIA AGUASCALIENTES,603652,417216,772552,309110,663583,946911,993321,4706345,8/31/2022
CEN042,AEROPUERTO I,,,,,,,,,8/31/2022
CEN043,TERMINAL 2,458550,273963,294861,1042146,517268,62361,403293,3052442,8/31/2022
CEN044,SAMARA,1052420,45960,407881,420716,1093426,413727,388211,3822341,8/31/2022
CEN045,DESCONOCIDO,,,,,,,,,8/31/2022
CEN046,GRAN PLAZA GUADALAJARA,1196566,706260,678311,1012089,1127505,93043,456273,5270047,8/31/2022
CEN047,GALERIAS GUADALAJARA,785001,752995,736266,723876,461450,117361,928725,4505674,8/31/2022
CEN048,PASEO DEL CARMEN,996905,698764,871910,868394,860017,726474,1236140,6258604,8/31/2022
CEN049,REVOLUCION,915294,815344,408051,1246136,390844,875007,1243218,5893894,8/31/2022
CEN050,ANTENAS,257421,845229,890862,307994,731026,1067310,958821,5058663,8/31/2022
CEN051,AEROPUERTO VOLARIS,388340,1002260,503371,448590,33345,499280,348903,3224089,8/31/2022
CEN052,AEROPUERTO INTERNACIONAL,385802,95103,889980,175012,334475,117134,745152,2742658,8/31/2022
CEN053,THOR PLAYA DEL CARMEN,,,,,,,,,8/31/2022
CEN054,GRAN PLAZA CANCUN,388340,1002260,503371,448590,33345,499280,348903,3224089,8/31/2022
CEN055,GALERIAS PACHUCA,744509,841326,205738,540215,701993,673900,1126944,4834625,8/31/2022
CEN056,AMERICAS CHETUMAL,,,,,,,,,8/31/2022
CEN057,AMERICAS PLAYA DEL CARMEN,766842,981979,24996,646600,903997,657283,1096377,5078074,8/31/2022
CEN058,CANCUN MALL,1046416,723872,346177,1063719,1077451,561918,1233670,6053223,8/31/2022
CEN059,CLAVERIA,184853,1222200,828395,108813,805213,217327,631970,3998771,8/31/2022
CEN060,LA ISLA CANCUN,690117,394207,1113256,1184803,703188,784856,625226,5495653,8/31/2022
CEN061,MITHIKA,,,,,,,,,8/31/2022
CEN062,PARQUE TOREO,853190,153959,1037121,810747,609857,1114809,292475,4872158,8/31/2022
CEN063,AMERICAS CANCUN,310808,814652,697451,97188,671091,571929,1208545,4371664,8/31/2022
CEN064,CHEDRAUI POLANCO,44902,297330,56761,1068406,749966,359095,385589,2962049,8/31/2022
CEN065,AMERICAS VERACRUZ,312736,366326,1118075,511245,410189,451454,145239,3315264,8/31/2022
CEN066,EL DORADO VERACRUZ,189070,1067098,474062,185467,1028687,336789,424095,3705268,8/31/2022
CEN067,AEROPUERTO SALAS,993959,233888,446831,24865,1234963,546980,55330,3536816,8/31/2022
CEN068,ANTEA QUERETARO,578096,40629,1053223,87220,712583,635144,284445,3391340,8/31/2022
CEN069,CIBELES IRAPUATO,693663,348037,749501,784881,1155737,133882,588237,4453938,8/31/2022
CEN070,PUERTA LA VICTORIA,535221,336948,100433,686514,1057012,1199491,1223947,5139566,8/31/2022
CEN071,PUERTA ARAGON,,,,,,,,,8/31/2022
CEN072,TOLUCA PORTALES,861254,305501,1014836,334174,406850,1069261,1074166,5066042,8/31/2022
CEN073,SENTURA TLALNEPANTLA,431450,926547,203034,89390,458981,907631,1087448,4104481,8/31/2022
CEN074,CENTRO MERIDA,820317,480384,630128,864040,1035429,702071,69740,4602109,8/31/2022
CEN075,OASIS COYOACAN,122725,897849,545331,812448,765733,95694,482651,3722431,8/31/2022
CEN076,PLAZA CENTRAL,1106542,359085,768965,997130,136311,797170,877493,5042696,8/31/2022
CEN077,PARQUE DELTA,548225,373606,576524,1169337,578692,1024813,832257,5103454,8/31/2022
CEN078,MUNDO E CINEMEX,152547,639755,854350,302561,817595,50357,697244,3514409,8/31/2022
CEN079,PASEO INTERLOMAS,425801,904677,1091719,1224485,298859,145345,509101,4599987,8/31/2022
CEN080,GALERIAS TOLUCA,1188037,293287,676316,75790,1227323,638518,375079,4474350,8/31/2022
CEN081,PLAZA DORADA,1110417,861703,650202,139752,1001289,760547,433889,4957799,8/31/2022
CEN082,AMBAR GUANAJUATO,,,,,,,,,8/31/2022
CEN083,PATIO TAPACHULA,,,,,,,,,8/31/2022
CEN084,TORRE LATINOAMERICANA,834190,609730,1068674,579906,810631,949547,346089,5198767,8/31/2022
CEN085,PLAZA LA ROSA,1038387,1099318,495800,30860,609234,72272,798010,4143881,8/31/2022
CEN086,HARBOR MERIDA,657901,912663,274107,587843,923077,732162,784959,4872712,8/31/2022
CEN087,DESCONOCIDO,,,,,,,,,8/31/2022
CEN088,PORTAL CENTRO,83551,895965,944681,1174663,984355,476408,1006090,5565713,8/31/2022
CEN089,CRYSTAL XALAPA,187909,984068,1140579,332804,1195936,1122455,1052554,6016305,8/31/2022
CEN090,PLAZA MAYOR,983392,837186,972924,207928,904629,616187,908798,5431044,8/31/2022
CEN091,ALTABRISA MERIDA,688874,1080406,927083,278529,977068,1162270,1089996,6204226,8/31/2022
CEN092,PLAZA JARDIN NEZA,506349,583549,1066448,1209018,338385,466645,222476,4392870,8/31/2022
CEN093,COSMOPOL,1179543,781371,475054,706524,339274,718851,304403,4505020,8/31/2022
CEN094,ZENTRALIA CIUDAD DEL CARMEN,902346,1072239,943481,657771,1142235,83342,207149,5008563,8/31/2022
CEN095,PASEO LA FE MONTERREY,652986,805634,1102935,1142721,146260,946786,873982,5671304,8/31/2022
CEN096,PATIO TLAXCALA,448348,208585,56117,1180812,843763,911645,1204930,4854200,8/31/2022
CEN097,ZENTRALIA COLIMA,466395,378818,787843,493473,325537,953487,397955,3803508,8/31/2022
CEN098,GRAN SUR,257966,118208,553766,521872,226565,744976,969553,3392906,8/31/2022
CEN099,PABELLON CUEMANCO,750890,368352,628081,81377,919728,800518,224651,3773597,8/31/2022
CEN100,WORLD TRADE CENTER,,,,,,,,,8/31/2022
CEN101,ANGELOPOLIS PUEBLA,466720,448546,989753,1099407,1078018,642299,1055393,5780136,8/31/2022
CEN102,CUMBRES MTY NUEVO LEON,986549,1078257,785784,1160047,27920,892650,925579,5856786,8/31/2022
CEN103,FASHION DRIVE,109122,72727,903749,1114278,842709,757527,699269,4499381,8/31/2022
CEN104,PUNTO VALLE NUEVO LEON,,,,,,,,,8/31/2022
CEN105,LINCOLN MONTERREY,,,,,,,,,8/31/2022
CEN106,MONTERREY MORELOS (CENTRO),766478,1169442,1012065,660013,350180,603435,1161147,5722760,8/31/2022
CEN107,PUNTO SUR,989207,518309,869232,968436,1245213,29534,741381,5361312,8/31/2022
CEN108,LA PERLA JALISCO,327212,60663,615981,765987,434088,523479,967668,3695078,8/31/2022
CEN109,GALERIAS VALLE ORIENTE MTY,198478,962660,613330,896858,1194708,413192,1203428,5482654,8/31/2022
CEN110,PATIO MERIDA,,,,,,,,,8/31/2022
CEN111,MAX LEON,423573,400568,351737,524247,1173327,930933,592997,4397382,8/31/2022
CEN112,ESPACIO CONDESA,,,,,,,,,8/31/2022
CEN113,DESCONOCIDO,,,,,,,,,8/31/2022
CEN114,PLAZA MAGNO CENTRO,188717,563310,377213,920923,1129573,126511,1208473,4514720,8/31/2022
CEN115,TAPACHULA CENTRO,1007151,1013377,1140208,1191287,861654,776027,1030035,7019739,8/31/2022
CEN116,PLAYA DEL CARMEN,,,,,,,,,8/31/2022
CEN117,AMERICAS MORELIA (ESPACIO),187800,296206,183706,798428,918259,500724,685069,3570192,8/31/2022
CEN118,MORELIA CENTRO,837514,439409,475333,575514,475017,339116,160027,3301930,8/31/2022
CEN119,DORADOS SAN LUIS,769359,1112852,1122108,192877,396790,396997,1013154,5004137,8/31/2022
CEN120,LA LUCIERNAGA,1110800,275972,912382,1065378,828498,1205347,22701,5421078,8/31/2022
CEN121,AMERICAS VERACRUZ B,160470,19125,401052,900078,360175,669934,903852,3414686,8/31/2022
CEN122,PASEO SAN PEDRO MTY,1181639,862965,561846,591683,588970,367918,253807,4408828,8/31/2022
CEN123,OAXACA CENTRO,669513,400437,237375,565751,875214,1189284,1180237,5117811,8/31/2022
CEN124,AEROPUERTO CANCUN,,,,,,,,,8/31/2022
CEN125,AMBAR TUXTLA,994369,885304,244779,878634,333821,1175995,428707,4941609,8/31/2022
CEN126,FORUM TLAQUEPAQUE,901927,736533,1159442,971302,114775,630330,477200,4991509,8/31/2022
CEN127,OUTLET LERMA,450039,24836,1144534,959120,588684,318250,1140084,4625547,8/31/2022
CEN128,VERACRUZ CENTRO,990791,1176907,217090,914206,1129107,138940,678227,5245268,8/31/2022
CEN129,PARQUE CELAYA,1110577,971845,789936,1150674,988110,597373,716840,6325355,8/31/2022
CEN130,AMERICAS TUXTLA,904493,1178523,1223539,593473,486389,499704,1247237,6133358,8/31/2022
CEN131,GENOVA,220940,1145941,481909,355202,1198731,328142,68151,3799016,8/31/2022
CEN132,PASEO ALTOZANO,283255,794580,281653,1167176,775482,331817,325841,3959804,8/31/2022
CEN133,PASEO CENTRAL CHIHUAHUA,54962,30476,1015907,1205128,1181511,773744,644252,4905980,8/31/2022
CEN134,GRAN PLAZA MERIDA,217276,893588,621516,151886,754280,653515,915206,4207267,8/31/2022
CEN135,AEROPUERTO CANCUN T2,569107,402973,76086,282142,73864,623080,411886,2439138,8/31/2022
CEN136,AEROPUERTO CANCUN T4,165056,871044,804740,131461,488515,116391,560502,3137709,8/31/2022
CEN137,PLAZA INSURGENTES,1193096,1222546,588498,948779,197663,565748,622217,5338547,8/31/2022
CEN138,ALTABRISA TABASCO,568766,822973,309999,376781,78321,724875,1196325,4078040,8/31/2022
CEN139,APTO CANCUN T2 GDE,1000452,918113,113949,899835,457733,472152,753696,4615930,8/31/2022
CEN140,DESCONOCIDO,,,,,,,,,8/31/2022
CEN141,GALERIAS DIANA,1157269,1106345,1101594,1134341,80352,26728,962015,5568644,8/31/2022
CEN142,TAMPICO CENTRO,267305,870492,667097,830799,931148,189193,604564,4360598,8/31/2022
CEN143,ALTAMA,161780,1150079,1207696,1099335,243487,1039289,817729,5719395,8/31/2022
CEN144,PATIO ACAPULCO,465810,213100,928465,1024886,477343,619950,72845,3802399,8/31/2022
CEN145,CITADEL LA FE,993959,233888,446831,24865,1234963,546980,55330,3536816,8/31/2022
CEN146,GALERIAS VALLARTA,389197,1242395,55851,802022,203515,373062,383702,3449744,8/31/2022
CEN147,ALAIA GUANAJUATO,761274,1141782,1097616,648006,177273,918316,352998,5097265,8/31/2022
CEN148,ISLA VALLARTA,735008,1131712,932129,970667,81721,423567,1026362,5301166,8/31/2022
CEN149,DESCONOCIDO,,,,,,,,,8/31/2022
CEN150,VIA ALTA GUANAJUATO,758815,581277,157072,219715,600767,264932,850944,3433522,8/31/2022
CEN151,PLAZA FIESTA ANAHUAC,176553,1166875,645583,356897,282236,898025,101979,3628148,8/31/2022
CEN152,PLAZA FIESTA SAN  AGUSTIN,24232,83662,396084,415499,1005498,1017278,472402,3414655,8/31/2022
CEN153,LAGO DE GUADALUPE,554103,204317,985878,1012612,138257,276624,889650,4061441,8/31/2022
CEN154,CENTRIKA,406355,1217747,551553,218368,944174,1044598,1194908,5577703,8/31/2022
CEN155,PATIO POZA RICA,989589,775431,350050,344039,153451,972223,1231064,4815847,8/31/2022
CEN156,MERIDA CITY CENTER,83095,1004725,612045,1069764,351138,849090,410030,4379887,8/31/2022
CEN157,ZENTRALIA CHURUBUSCO,828195,707572,95296,672060,479945,345543,917821,4046432,8/31/2022
CEN158,ALMANARA,1147119,274523,874779,1205483,587658,444091,552096,5085749,8/31/2022
CEN159,PATIO HERMOSILLO,102234,1049054,972560,1218002,669855,1224344,812960,6049009,8/31/2022
CEN160,PATIO CHALCO,533577,591701,127275,1101023,136279,606304,1093261,4189420,8/31/2022
CEN161,GALERIAS MAZATLAN,1110545,435116,667277,105062,1080885,744390,20756,4164031,8/31/2022
CEN162,TERRAZA COAPA,1141219,327641,321758,1127361,426397,1209400,405366,4959142,8/31/2022
CEN163,LANDMARK GDL,753239,635459,537934,973029,1127714,227678,249235,4504288,8/31/2022
CEN164,ESPACIO AGUASCALIENTES,1019408,647933,745565,104280,761673,837583,670077,4786519,8/31/2022
CEN165,PATIO LINCOLN,902029,636557,1004437,299628,454741,794719,1233056,5325167,8/31/2022
CEN166,CHIHUAHUA CENTRO,,,,,,,,,8/31/2022
CEN167,OUTLET CANCUN,921297,348694,898966,713671,271032,294213,331063,3778936,8/31/2022
CEN168,AMERICAS MERIDA,764524,785020,731071,881758,52798,506596,1071353,4793120,8/31/2022
CEN169,POZA RICA CENTRO,757588,731044,1088269,268238,858607,1012595,1247753,5964094,8/31/2022
CEN170,PATIO MATAMOROS,1171645,862911,861061,468745,192730,124294,499904,4181290,8/31/2022
CEN171,SANTA ANITA,935561,861591,313587,857583,318409,298165,970256,4555152,8/31/2022
CEN172,SENDERO TOLUCA,737529,222639,333910,292229,868211,557964,680289,3692771,8/31/2022
CEN173,SENDERO TIJUANA,778849,765941,1140828,585535,984337,306069,628358,5189917,8/31/2022
CEN174,PLAYA DEL CARMEN ESSES,862420,954998,943909,1163091,671072,881645,1057283,6534418,8/31/2022
CEN175,FORUM TEPIC,712023,765485,491708,408527,40242,1087316,866068,4371369,8/31/2022
CEN176,PLAZA BELLA OAXACA,1066243,180005,138731,1248361,349899,874330,275465,4133034,8/31/2022
CEN177,MACROPLAZA DEL VALLE (MEXICALI),1160283,115100,1080033,762999,256260,147566,942643,4464884,8/31/2022
CEN178,PASEO LOS MOCHIS,460428,848410,238995,625683,380849,1246695,335675,4136735,8/31/2022
CEN179,PLAZA TEPEYAC,70925,172498,1020785,805937,248722,870606,193320,3382793,8/31/2022
CEN180,AMERICAS XALAPA,673663,72832,1065369,169456,1048726,133767,291455,3455268,8/31/2022
CEN181,PLAZA SATELITE,1179985,842698,411117,674180,969508,90738,855276,5023502,8/31/2022
CEN182,SENDERO OBREGON,935040,602665,738662,655520,947136,999862,482335,5361220,8/31/2022
CEN183,MASARYK,176005,714085,616312,459743,249178,908478,174386,3298187,8/31/2022
CEN184,TOWN CENTER EL ROSARIO,615199,919356,51856,575803,508344,467522,861444,3999524,8/31/2022
CEN185,LOS ATRIOS CUAUTLA,1119514,72433,491800,1244314,1230894,661473,890138,5710566,8/31/2022
CEN186,DESCONOCIDO,,,,,,,,,8/31/2022
CEN187,GRAN TERRAZA OBLATOS,440386,236778,391781,759654,613661,894744,1197696,4534700,8/31/2022
CEN188,PLAZA SAN PEDRO,87070,801603,724264,1211451,820002,81605,558818,4284813,8/31/2022
CEN189,MADERO 67,722841,615794,1247926,932900,1224925,1165697,795744,6705827,8/31/2022
CEN190,REFORMA LAREDO,864000,529348,1122069,49565,623296,152372,61250,3401900,8/31/2022
CEN191,PREMIUM OUTLETS QUERETARO,922716,178563,936859,694266,904065,775421,748125,5160015,8/31/2022
CEN192,ACTINVER SANTA FE,514073,309856,283546,685303,31229,1058917,340531,3223455,8/31/2022
CEN193,PRADO NORTE,109585,502117,1065271,1028428,711994,972571,506346,4896312,8/31/2022
CEN194,GALERIAS TLAXCALA,1071787,858910,893324,1142863,1076270,583079,782256,6408489,8/31/2022
CEN195,GALERIAS CAMPECHE,500251,924247,390916,197734,610804,1247946,447422,4319320,8/31/2022
CEN196,GALERIAS CELAYA,1224156,549164,570081,947461,708041,1105221,850808,5954932,8/31/2022
CEN197,GALERIAS TAPACHULA,1029229,1155812,640598,434081,888611,820767,21723,4990821,8/31/2022
CEN198,FASHION MALL CHIHUAHUA,80763,19538,942293,995460,656485,536857,1040079,4271475,8/31/2022
CEN199,PUNTA NORTE,652777,1149329,1239633,99532,849771,21203,548102,4560347,8/31/2022
CEN200,PERISUR,1229318,1146568,160066,414403,855766,1111751,95325,5013197,8/31/2022
CEN201,ESFERA MONTERREY,1234165,485935,622499,725729,558626,316017,367063,4310034,8/31/2022
CEN202,COATZACOALCOS CENTRO,,,,,,,,,8/31/2022
CEN203,MACROPLAZA INSURGENTES (TIJUANA),433551,413508,902247,976396,1125940,696465,53637,4601744,8/31/2022
CEN204,PUERTA TEXCOCO,394153,1244658,394087,934168,488370,458712,235724,4149872,8/31/2022
CEN205,APTO CHIHUAHUA,798449,632616,257510,59418,288915,495734,366311,2898953,8/31/2022
CEN206,ROYAL VILLAGE COZUMEL,499170,422847,512648,343169,687505,1201706,288025,3955070,8/31/2022
CEN207,APTO MTY TA,1024020,668752,65905,882245,476916,136702,718177,3972717,8/31/2022
CEN208,APTO SLP,56305,820915,701597,86943,190547,225627,760399,2842333,8/31/2022
CEN209,APTO CD JUAREZ,122431,277417,21093,143262,325849,1247556,476034,2613642,8/31/2022
CEN210,PUERTO PARAISO LOS CABOS,716808,245307,914549,733199,43839,796620,372414,3822736,8/31/2022
CEN211,LAS MISIONES JUAREZ,360933,1063708,765243,78950,711804,1162582,643562,4786782,8/31/2022
CEN212,APTO MTY TC,115723,451501,176493,1225994,410811,465522,58136,2904180,8/31/2022
CEN213,APTO MAZATLAN,690043,102857,557201,89875,109067,213842,695381,2458266,8/31/2022
CEN214,APTO CULIACAN,,,,,,,,,8/31/2022
CEN215,GALERIAS CUERNAVACA,182791,995424,838073,555101,229565,1168277,566311,4535542,8/31/2022
CEN216,PLAZA SAN LUIS,536815,1033864,1245110,355135,107050,432466,726780,4437220,8/31/2022
CEN217,GRAN PLAZA MAZATLAN,,,,,,,,,8/31/2022
CEN218,AMERICAS ECATEPEC,396593,1149041,21466,1104006,277970,481003,487071,3917150,8/31/2022
CEN219,PLAZA AGORA,1186211,1053307,621892,137991,212526,523847,1225569,4961343,8/31/2022
CEN220,PARQUE TEZONTLE,565245,743440,908432,344719,457118,266600,740653,4026207,8/31/2022
CEN221,E COMMERCE,34232,81662,296084,215499,115498,217278,272402,1232655,8/31/2022
CEN222,GALERIAS MONTERREY,1090303,657246,583704,1023879,510776,538744,300054,4704706,8/31/2022
CEN223,GALERIAS METEPEC,1060180,1029057,130808,191749,800174,432387,1208607,4852962,8/31/2022
CEN224,SAN LUIS POTOSI CENTRO,211529,1181164,656078,498318,694365,306334,441618,3989406,8/31/2022
CEN225,PARQUE LINDAVISTA,276729,295669,243502,738252,648676,641968,366095,3210891,8/31/2022
CEN226,OCEANIA,353172,779936,916212,516547,1040700,220048,437374,4263989,8/31/2022
CEN227,APTO T1 GRANDE,1052446,53409,433574,474208,159297,45409,659694,2878037,8/31/2022
CEN228,APTO T1 CHICA,,,,,,,,,8/31/2022
CEN229,PENINSULA TIJUANA,299791,260242,1011748,1096130,630604,930066,569996,4798577,8/31/2022
CEN230,PARQUE TEPEYAC,727528,134666,193255,396272,1030951,1047360,373790,3903822,8/31/2022
CEN231,PORTAL SAN ANGEL,1181111,169337,1097549,593771,545643,165092,165921,3918424,8/31/2022
CEN232,AMERICAS CHETUMAL,374583,402785,115296,1074855,238605,986646,220726,3413496,8/31/2022
CEN233,GALERIAS SALTILLO,1123596,894275,953577,964328,400272,168583,229769,4734400,8/31/2022
CEN234,MITHIKA,340620,349861,630734,395145,851024,362313,757286,3686983,8/31/2022
CEN235,FUNO CAMBIO 3,,,,,,,,,8/31/2022
CEN236,FUNO CAMBIO 4,,,,,,,,,8/31/2022
