Codigo de Centro,Sucursal,Hogar,Salud y Belleza,Moda,Juguetes,Tecnologia,Viajes,Papeleria,Venta Total,Fecha Corte
CEN078,MUNDO E CINEMEX,827678,329619,139369,1168215,553638,160592,369209,3548320,5/31/2022
CEN079,PASEO INTERLOMAS,545129,1157667,192418,990527,232858,588326,771666,4478591,5/31/2022
CEN080,GALERIAS TOLUCA,258022,742508,436582,953045,46938,892557,1026360,4356012,5/31/2022
CEN081,PLAZA DORADA,451887,1074154,213347,326611,882349,1142851,722671,4813870,5/31/2022
CEN082,AMBAR GUANAJUATO,,,,,,,,,5/31/2022
CEN083,PATIO TAPACHULA,,,,,,,,,5/31/2022
CEN084,TORRE LATINOAMERICANA,659489,1226307,323245,1025220,876737,542546,428250,5081794,5/31/2022
CEN085,PLAZA LA ROSA,1153137,38228,649518,146116,62284,865063,1108496,4022842,5/31/2022
CEN086,HARBOR MERIDA,819499,446480,1156889,742750,603461,297231,696890,4763200,5/31/2022
CEN087,DESCONOCIDO,,,,,,,,,5/31/2022
CEN088,PORTAL CENTRO,856111,1168203,671244,1019384,85936,1044896,577768,5423542,5/31/2022
CEN089,CRYSTAL XALAPA,948861,300463,423343,993795,1042690,1201671,927570,5838393,5/31/2022
CEN090,PLAZA MAYOR,992860,1121429,564532,218589,619290,1093798,614011,5224509,5/31/2022
CEN091,ALTABRISA MERIDA,1004892,1168027,564863,1028919,979547,1135131,193935,6075314,5/31/2022
CEN092,PLAZA JARDIN NEZA,1201958,635753,211692,349471,272371,775803,836199,4283247,5/31/2022
CEN093,COSMOPOL,1087091,576349,679985,107786,560549,556685,821662,4390107,5/31/2022
CEN094,ZENTRALIA CIUDAD DEL CARMEN,892416,676597,1194679,670900,392296,454723,638820,4920431,5/31/2022
CEN095,PASEO LA FE MONTERREY,1024604,1156271,132604,1094658,730369,225048,1182450,5546004,5/31/2022
CEN096,PATIO TLAXCALA,714884,751175,766945,392895,1094359,20178,999905,4740341,5/31/2022
CEN097,ZENTRALIA COLIMA,657790,962272,327844,447160,50815,834644,514500,3795025,5/31/2022
CEN098,GRAN SUR,403447,853106,614453,540782,294408,389823,278158,3374177,5/31/2022
CEN099,PABELLON CUEMANCO,763958,944270,637161,21786,1169915,84955,89700,3711745,5/31/2022
CEN100,WORLD TRADE CENTER,,,,,,,,,5/31/2022
CEN101,ANGELOPOLIS PUEBLA,1093954,1054376,829888,437462,974100,721955,537860,5649595,5/31/2022
CEN102,CUMBRES MTY NUEVO LEON,811586,703961,897369,550138,1023768,644647,1020501,5651970,5/31/2022
CEN103,FASHION DRIVE,1182298,582553,440638,89831,961823,478969,637633,4373745,5/31/2022
CEN104,PUNTO VALLE NUEVO LEON,,,,,,,,,5/31/2022
CEN105,LINCOLN MONTERREY,,,,,,,,,5/31/2022
CEN106,MONTERREY MORELOS (CENTRO),1164267,1099006,596616,800678,457008,420304,1111107,5648986,5/31/2022
CEN107,PUNTO SUR,887803,1190192,110629,802794,833172,1015178,323902,5163670,5/31/2022
CEN108,LA PERLA JALISCO,499384,92646,967509,901707,173732,328306,715932,3679216,5/31/2022
CEN109,GALERIAS VALLE ORIENTE MTY,352129,571663,1051098,566573,1154010,1168475,408413,5272361,5/31/2022
CEN110,PATIO MERIDA,,,,,,,,,5/31/2022
CEN111,MAX LEON,1051518,650271,89086,1244340,77873,1122715,51943,4287746,5/31/2022
CEN112,ESPACIO CONDESA,,,,,,,,,5/31/2022
CEN113,DESCONOCIDO,,,,,,,,,5/31/2022
CEN114,PLAZA MAGNO CENTRO,472125,739658,960498,57874,1202080,691575,300420,4424230,5/31/2022
CEN115,TAPACHULA CENTRO,850069,1232662,323258,1129389,971315,925484,1184554,6616731,5/31/2022
CEN116,PLAYA DEL CARMEN,,,,,,,,,5/31/2022
CEN117,AMERICAS MORELIA (ESPACIO),785367,641337,75681,263135,899279,490988,406471,3562258,5/31/2022
CEN118,MORELIA CENTRO,318688,22673,349187,397228,1048550,248519,842483,3227328,5/31/2022
CEN119,DORADOS SAN LUIS,120631,1226451,397007,555540,1176924,410568,1008755,4895876,5/31/2022
CEN120,LA LUCIERNAGA,143296,1119275,900635,84288,1034578,979649,956626,5218347,5/31/2022
CEN121,AMERICAS VERACRUZ B,596168,378866,425606,1070793,95879,441371,485469,3494152,5/31/2022
CEN122,PASEO SAN PEDRO MTY,40787,1152153,916265,391703,810665,128014,872936,4312523,5/31/2022
CEN123,OAXACA CENTRO,1088983,767357,981035,344376,1055451,351391,473882,5062475,5/31/2022
CEN124,AEROPUERTO CANCUN,,,,,,,,,5/31/2022
CEN125,AMBAR TUXTLA,1140103,346602,640554,889990,488845,54020,1241915,4802029,5/31/2022
CEN126,FORUM TLAQUEPAQUE,605511,635672,493246,975459,1176559,421163,576304,4883914,5/31/2022
CEN127,OUTLET LERMA,1189430,106571,134343,633347,969486,383441,1098080,4514698,5/31/2022
CEN128,VERACRUZ CENTRO,609107,1098701,974823,891330,770904,374951,390961,5110777,5/31/2022
CEN129,PARQUE CELAYA,832253,473616,894604,860458,1089244,1121668,910277,6182120,5/31/2022
CEN130,AMERICAS TUXTLA,1066807,570895,80071,1200123,1097078,794441,1146445,5955860,5/31/2022
CEN131,GENOVA,128726,106138,984434,831259,191460,691955,850350,3784322,5/31/2022
CEN132,PASEO ALTOZANO,143658,199550,501331,251185,1228216,1240113,323544,3887597,5/31/2022
CEN133,PASEO CENTRAL CHIHUAHUA,1006378,1046613,667656,79459,1178400,104598,692717,4775821,5/31/2022
CEN134,GRAN PLAZA MERIDA,125639,163049,738675,925037,767458,1166820,240863,4127541,5/31/2022
CEN135,AEROPUERTO CANCUN T2,85714,331951,48183,75717,991903,533547,53050,2120065,5/31/2022
CEN136,AEROPUERTO CANCUN T4,766482,99369,269795,52550,1122306,139888,565693,3016083,5/31/2022
CEN137,PLAZA INSURGENTES,170393,615865,415532,782745,1167509,1022193,983026,5157263,5/31/2022
CEN138,ALTABRISA TABASCO,690973,1035475,596596,289412,636556,324897,413801,3987710,5/31/2022
CEN139,APTO CANCUN T2 GDE,51549,1191562,101447,59396,1003774,927001,1169243,4503972,5/31/2022
CEN140,DESCONOCIDO,,,,,,,,,5/31/2022
CEN141,GALERIAS DIANA,1116442,343839,384935,1060064,496288,1140290,899436,5441294,5/31/2022
CEN142,TAMPICO CENTRO,391976,1102352,97879,280679,542998,1163036,604917,4183837,5/31/2022
CEN143,ALTAMA,786527,524943,1067280,528296,767259,1022579,926462,5623346,5/31/2022
CEN144,PATIO ACAPULCO,380018,290238,1196669,453287,988227,101947,380666,3791052,5/31/2022
CEN145,CITADEL LA FE,597830,446601,163164,797015,44611,921946,586205,3557372,5/31/2022
CEN146,GALERIAS VALLARTA,397270,908516,175452,549657,212014,689400,584487,3516796,5/31/2022
CEN147,ALAIA GUANAJUATO,783802,659568,966546,775567,1006493,181707,632573,5006256,5/31/2022
CEN148,ISLA VALLARTA,1130969,654811,774548,975644,890475,72603,645825,5144875,5/31/2022
CEN149,DESCONOCIDO,,,,,,,,,5/31/2022
CEN150,VIA ALTA GUANAJUATO,768455,242115,455854,267839,1071063,315413,388556,3509295,5/31/2022
CEN151,PLAZA FIESTA ANAHUAC,859729,466137,228296,181959,188157,621232,1058923,3604433,5/31/2022
CEN152,PLAZA FIESTA SAN  AGUSTIN,164451,140819,743671,1094931,150661,119722,997201,3411456,5/31/2022
CEN153,LAGO DE GUADALUPE,1224217,948889,109802,299604,1001234,303017,99492,3986255,5/31/2022
CEN154,CENTRIKA,1017464,1238492,718278,1138114,277447,430004,695322,5515121,5/31/2022
CEN155,PATIO POZA RICA,1034992,23879,702790,1103626,346961,514376,962762,4689386,5/31/2022
CEN156,MERIDA CITY CENTER,261875,1199887,614105,512042,237055,1127825,287759,4240548,5/31/2022
CEN157,ZENTRALIA CHURUBUSCO,188917,733706,492914,247795,439238,1234562,630204,3967336,5/31/2022
CEN158,ALMANARA,415721,1069143,1137798,473098,56443,1041978,799448,4993629,5/31/2022
CEN159,PATIO HERMOSILLO,287827,980916,507465,765282,1081258,1168853,1065962,5857563,5/31/2022
CEN160,PATIO CHALCO,818761,520822,887264,403906,394141,871003,205714,4101611,5/31/2022
CEN161,GALERIAS MAZATLAN,1200077,141760,661128,594933,344826,676943,453460,4073127,5/31/2022
CEN162,TERRAZA COAPA,1031131,511981,885094,421158,813666,958001,203691,4824722,5/31/2022
CEN163,LANDMARK GDL,585880,1043889,479300,359043,1123973,513195,274193,4379473,5/31/2022
CEN164,ESPACIO AGUASCALIENTES,1139660,249141,631128,290892,806303,274376,1249473,4640973,5/31/2022
CEN165,PATIO LINCOLN,674800,336886,407840,925726,525757,1089030,1191420,5151459,5/31/2022
CEN166,CHIHUAHUA CENTRO,,,,,,,,,5/31/2022
CEN167,OUTLET CANCUN,391898,633382,676755,226300,582157,505220,747226,3762938,5/31/2022
CEN168,AMERICAS MERIDA,1119035,956054,1064649,222683,163642,731695,390640,4648398,5/31/2022
CEN169,POZA RICA CENTRO,918885,1109018,857024,902435,886957,246526,879958,5800803,5/31/2022
CEN170,PATIO MATAMOROS,676559,1129310,350008,537738,55057,474790,854127,4077589,5/31/2022
CEN171,SANTA ANITA,262841,951360,473995,298935,404274,942970,1119617,4453992,5/31/2022
CEN172,SENDERO TOLUCA,29172,822413,74149,873575,1016875,90144,769051,3675379,5/31/2022
CEN173,SENDERO TIJUANA,900576,1126426,480033,538812,557058,1188004,287605,5078514,5/31/2022
CEN174,PLAYA DEL CARMEN ESSES,837104,961156,942807,1086376,1247251,218836,1100834,6394364,5/31/2022
CEN175,FORUM TEPIC,487400,767177,1060860,254993,510203,164449,971466,4216548,5/31/2022
CEN176,PLAZA BELLA OAXACA,611738,900390,694271,592949,408677,676784,105733,3990542,5/31/2022
CEN177,MACROPLAZA DEL VALLE (MEXICALI),20955,838509,492654,1228324,300034,633001,805042,4318519,5/31/2022
CEN178,PASEO LOS MOCHIS,820081,98625,989462,446832,205038,316200,1133612,4009850,5/31/2022
CEN179,PLAZA TEPEYAC,155878,294566,205529,1131949,350435,199229,908269,3245855,5/31/2022
CEN180,AMERICAS XALAPA,1117563,81611,372681,206468,1072814,379987,299656,3530780,5/31/2022
CEN181,PLAZA SATELITE,1045276,989025,440492,400325,774145,852892,437235,4939390,5/31/2022
CEN182,SENDERO OBREGON,824801,1130144,94340,808063,1017271,764785,523201,5162605,5/31/2022
CEN183,MASARYK,284032,146842,796906,302610,301380,341312,1041657,3214739,5/31/2022
CEN184,TOWN CENTER EL ROSARIO,352935,837941,1050173,509180,276671,439422,485153,3951475,5/31/2022
CEN185,LOS ATRIOS CUAUTLA,1238309,742628,1205357,463138,731061,763486,432756,5576735,5/31/2022
CEN186,DESCONOCIDO,,,,,,,,,5/31/2022
CEN187,GRAN TERRAZA OBLATOS,467692,876012,363029,642904,839643,412583,850349,4452212,5/31/2022
CEN188,PLAZA SAN PEDRO,279609,126311,1113491,974924,594699,554334,496610,4139978,5/31/2022
CEN189,MADERO 67,1062188,932266,656120,1062026,594855,1167020,934990,6409465,5/31/2022
CEN190,REFORMA LAREDO,243833,144312,1059543,849146,211637,76754,795895,3381120,5/31/2022
CEN191,PREMIUM OUTLETS QUERETARO,344656,937667,544577,151613,1162329,729332,1205569,5075743,5/31/2022
CEN192,ACTINVER SANTA FE,405449,209059,909259,579604,443056,377752,187948,3112127,5/31/2022
CEN193,PRADO NORTE,900088,793065,548744,365855,339165,1152058,669932,4768907,5/31/2022
CEN194,GALERIAS TLAXCALA,1085324,299534,740605,1159111,1104385,1051663,875627,6316249,5/31/2022
CEN195,GALERIAS CAMPECHE,253509,743715,1131000,774812,552976,209194,506021,4171227,5/31/2022
CEN196,GALERIAS CELAYA,1026951,1086863,912542,646217,1093077,706237,328087,5799974,5/31/2022
CEN197,GALERIAS TAPACHULA,706390,1195619,288116,1113946,546429,167061,863716,4881277,5/31/2022
CEN198,FASHION MALL CHIHUAHUA,131971,900228,217098,904025,616565,541240,827409,4138536,5/31/2022
CEN199,PUNTA NORTE,1072797,244725,610699,1133161,275921,870908,255151,4463362,5/31/2022
CEN200,PERISUR,997448,200632,584027,407598,978793,625266,1133468,4927232,5/31/2022
CEN201,ESFERA MONTERREY,439753,306482,1138140,190693,613871,696281,779090,4164310,5/31/2022
CEN202,COATZACOALCOS CENTRO,,,,,,,,,5/31/2022
CEN203,MACROPLAZA INSURGENTES (TIJUANA),1037514,46521,816584,977094,120150,1168581,315211,4481655,5/31/2022
CEN204,PUERTA TEXCOCO,730941,606486,503375,385346,390217,756044,655387,4027796,5/31/2022
CEN205,APTO CHIHUAHUA,109968,306433,571017,816566,770466,88336,162702,2825488,5/31/2022
CEN206,ROYAL VILLAGE COZUMEL,911196,541183,755904,511127,411409,252278,501402,3884499,5/31/2022
CEN207,APTO MTY TA,263958,244270,237161,21786,116991,424955,389700,1698821,5/31/2022
CEN208,APTO SLP,171459,482844,95227,667793,456527,192106,727121,2793077,5/31/2022
CEN209,APTO CD JUAREZ,59254,227275,910236,585460,307132,118484,417451,2625292,5/31/2022
CEN210,PUERTO PARAISO LOS CABOS,1172760,1162972,439486,512617,102204,234869,212784,3837692,5/31/2022
CEN211,LAS MISIONES JUAREZ,574374,243782,631962,243589,1145437,620620,1183447,4643211,5/31/2022
CEN212,APTO MTY TC,341558,207149,171931,533766,542023,115945,920683,2833055,5/31/2022
CEN213,APTO MAZATLAN,228759,27896,171851,176935,842302,347813,770205,2565761,5/31/2022
CEN214,APTO CULIACAN,,,,,,,,,5/31/2022
CEN215,GALERIAS CUERNAVACA,726759,130758,1202088,1159695,132047,406894,694592,4452833,5/31/2022
CEN216,PLAZA SAN LUIS,236694,973494,515786,369172,1210447,706619,303137,4315349,5/31/2022
CEN217,GRAN PLAZA MAZATLAN,,,,,,,,,5/31/2022
CEN218,AMERICAS ECATEPEC,696742,797138,429220,93653,264070,935178,638876,3854877,5/31/2022
CEN219,PLAZA AGORA,1000131,371042,947846,592016,883283,617847,433198,4845363,5/31/2022
CEN220,PARQUE TEZONTLE,760326,942362,146217,548531,769324,28507,758895,3954162,5/31/2022
CEN221,E COMMERCE,156782,546833,245643,456782,356733,450635,539254,2752662,5/31/2022
CEN222,GALERIAS MONTERREY,480681,164026,824456,537727,780041,1055336,729252,4571519,5/31/2022
CEN223,GALERIAS METEPEC,122525,1247216,1222693,392466,396609,201647,1131973,4715129,5/31/2022
CEN224,SAN LUIS POTOSI CENTRO,369784,1102557,397181,137901,993737,411115,501236,3913511,5/31/2022
CEN225,PARQUE LINDAVISTA,478355,343814,181333,997695,222078,397772,411200,3032247,5/31/2022
CEN226,OCEANIA,504495,104181,899789,366489,663335,984937,607715,4130941,5/31/2022
CEN227,APTO T1 GRANDE,127272,587853,475041,131392,300357,230639,959274,2811828,5/31/2022
CEN228,APTO T1 CHICA,,,,,,,,,5/31/2022
CEN229,PENINSULA TIJUANA,700191,208233,861398,829599,1024172,716470,310104,4650167,5/31/2022
CEN230,PARQUE TEPEYAC,851902,582052,566525,490219,902934,393003,60534,3847169,5/31/2022
CEN231,PORTAL SAN ANGEL,745278,1097055,130086,109890,93258,1189345,517265,3882177,5/31/2022
CEN232,AMERICAS CHETUMAL,158961,637195,96559,587488,746397,885496,272348,3384444,5/31/2022
CEN233,GALERIAS SALTILLO,540501,690316,946214,25660,762956,1041037,628854,4635538,5/31/2022
CEN234,MITHIKA,1085767,669754,113951,697946,134049,357929,601439,3660835,5/31/2022
CEN235,FUNO CAMBIO 3,,,,,,,,,5/31/2022
CEN236,FUNO CAMBIO 4,,,,,,,,,5/31/2022
