Codigo de Centro,Sucursal,Hogar,Salud y Belleza,Moda,Juguetes,Tecnologia,Viajes,Papeleria,Venta Total,Fecha Corte
CEN057,AMERICAS PLAYA DEL CARMEN,678958,539477,1167863,250776,954952,1108617,275242,4975885,2/28/2022
CEN058,CANCUN MALL,543515,511950,1194945,923325,1018016,1054010,998602,6244363,2/28/2022
CEN059,CLAVERIA,620358,1110342,407794,372905,398541,393410,821562,4124912,2/28/2022
CEN060,LA ISLA CANCUN,1174068,48146,849033,687524,1209272,570351,895787,5434181,2/28/2022
CEN061,MITHIKA,,,,,,,,,2/28/2022
CEN062,PARQUE TOREO,1187346,1197241,504014,431936,992538,404700,70946,4788721,2/28/2022
CEN063,AMERICAS CANCUN,935879,381087,354320,161062,1229140,852643,393560,4307691,2/28/2022
CEN064,CHEDRAUI POLANCO,1049829,839866,834971,131244,35832,76320,197907,3165969,2/28/2022
CEN065,AMERICAS VERACRUZ,429805,267188,106362,840333,350006,1159162,221603,3374459,2/28/2022
CEN066,EL DORADO VERACRUZ,246485,696190,206278,1069814,969890,669652,26675,3884984,2/28/2022
CEN067,AEROPUERTO SALAS,19526,22159,242414,233153,324614,363735,400988,1606589,2/28/2022
CEN068,ANTEA QUERETARO,990307,1024739,461579,250363,472547,27265,244628,3471428,2/28/2022
CEN069,CIBELES IRAPUATO,822582,351511,581557,1052260,420626,334385,835975,4398896,2/28/2022
CEN070,PUERTA LA VICTORIA,1066004,1068515,641498,1247709,566918,22101,411304,5024049,2/28/2022
CEN071,PUERTA ARAGON,,,,,,,,,2/28/2022
CEN072,TOLUCA PORTALES,967309,415523,483786,138167,1122638,883011,948428,4958862,2/28/2022
CEN073,SENTURA TLALNEPANTLA,611506,560672,759652,632693,736846,794588,76774,4172731,2/28/2022
CEN074,CENTRO MERIDA,994328,747131,775562,225121,602186,852212,364222,4560762,2/28/2022
CEN075,OASIS COYOACAN,1248039,529371,258888,413364,372537,1020800,45479,3888478,2/28/2022
CEN076,PLAZA CENTRAL,1176729,1215460,94524,1214041,227370,736385,276107,4940616,2/28/2022
CEN077,PARQUE DELTA,554544,689890,88675,855623,1209258,470948,1147307,5016245,2/28/2022
CEN078,MUNDO E CINEMEX,29657,1041295,104004,687454,226800,449043,1221847,3760100,2/28/2022
CEN079,PASEO INTERLOMAS,278643,870722,923265,661799,740120,173260,878114,4525923,2/28/2022
CEN080,GALERIAS TOLUCA,1073686,227905,259679,385797,452607,1215842,812789,4428305,2/28/2022
CEN081,PLAZA DORADA,1249231,176718,1240720,141970,981645,556767,489434,4836485,2/28/2022
CEN082,AMBAR GUANAJUATO,,,,,,,,,2/28/2022
CEN083,PATIO TAPACHULA,,,,,,,,,2/28/2022
CEN084,TORRE LATINOAMERICANA,623896,435128,641296,1145437,768606,630016,831500,5075879,2/28/2022
CEN085,PLAZA LA ROSA,263738,287589,372726,1008795,742654,715651,799605,4190758,2/28/2022
CEN086,HARBOR MERIDA,825503,981709,1236503,324733,1002094,61838,371551,4803931,2/28/2022
CEN087,DESCONOCIDO,,,,,,,,,2/28/2022
CEN088,PORTAL CENTRO,234037,797832,718648,1015492,622525,1181916,1034940,5605390,2/28/2022
CEN089,CRYSTAL XALAPA,1134175,476185,1175363,950511,810094,853986,650315,6050629,2/28/2022
CEN090,PLAZA MAYOR,955248,757013,55099,817398,819719,1014653,865831,5284961,2/28/2022
CEN091,ALTABRISA MERIDA,903209,561112,981940,1238540,1078469,956763,533405,6253438,2/28/2022
CEN092,PLAZA JARDIN NEZA,889016,576944,450322,1138610,617341,311039,348138,4331410,2/28/2022
CEN093,COSMOPOL,283493,51862,614305,1135108,1159734,313159,888983,4446644,2/28/2022
CEN094,ZENTRALIA CIUDAD DEL CARMEN,926557,390237,1038923,205191,978909,582717,785352,4907886,2/28/2022
CEN095,PASEO LA FE MONTERREY,1029526,725159,342414,873153,1024614,1223735,500988,5719589,2/28/2022
CEN096,PATIO TLAXCALA,868013,345956,253907,1120034,713603,959875,526331,4787719,2/28/2022
CEN097,ZENTRALIA COLIMA,854402,26683,974680,315733,697860,248741,899432,4017531,2/28/2022
CEN098,GRAN SUR,725055,23033,182567,1226948,127425,587342,712318,3584688,2/28/2022
CEN099,PABELLON CUEMANCO,147901,620135,967915,381237,783989,359449,634369,3894995,2/28/2022
CEN100,WORLD TRADE CENTER,,,,,,,,,2/28/2022
CEN101,ANGELOPOLIS PUEBLA,778708,798702,350256,810132,1069722,820099,1176439,5804058,2/28/2022
CEN102,CUMBRES MTY NUEVO LEON,62030,612292,889970,833602,935972,1227821,1243007,5804694,2/28/2022
CEN103,FASHION DRIVE,867393,506288,1006476,452749,787983,21477,803861,4446227,2/28/2022
CEN104,PUNTO VALLE NUEVO LEON,,,,,,,,,2/28/2022
CEN105,LINCOLN MONTERREY,,,,,,,,,2/28/2022
CEN106,MONTERREY MORELOS (CENTRO),930722,1118472,909160,549166,990310,657622,614613,5770065,2/28/2022
CEN107,PUNTO SUR,1028682,549150,916490,724268,792495,758390,426465,5195940,2/28/2022
CEN108,LA PERLA JALISCO,795380,956316,362508,235375,30007,784058,699863,3863507,2/28/2022
CEN109,GALERIAS VALLE ORIENTE MTY,656604,247653,946673,167908,1242747,967752,1092931,5322268,2/28/2022
CEN110,PATIO MERIDA,,,,,,,,,2/28/2022
CEN111,MAX LEON,494522,965334,120520,1247781,298208,848258,363997,4338620,2/28/2022
CEN112,ESPACIO CONDESA,,,,,,,,,2/28/2022
CEN113,DESCONOCIDO,,,,,,,,,2/28/2022
CEN114,PLAZA MAGNO CENTRO,416528,554257,1226351,342852,371817,972482,578499,4462786,2/28/2022
CEN115,TAPACHULA CENTRO,1084718,1209820,1097004,973944,883988,353130,895749,6498353,2/28/2022
CEN116,PLAYA DEL CARMEN,,,,,,,,,2/28/2022
CEN117,AMERICAS MORELIA (ESPACIO),503510,160879,59033,1221925,827769,812827,179822,3765765,2/28/2022
CEN118,MORELIA CENTRO,513148,109089,114509,237237,850586,327898,1221883,3374350,2/28/2022
CEN119,DORADOS SAN LUIS,942230,691633,919266,175987,429078,1235070,504957,4898221,2/28/2022
CEN120,LA LUCIERNAGA,489377,301246,685056,886454,980525,981006,949483,5273147,2/28/2022
CEN121,AMERICAS VERACRUZ B,249234,1138517,1122794,102897,57951,24640,1019112,3715145,2/28/2022
CEN122,PASEO SAN PEDRO MTY,943805,119290,195361,1192908,742276,656165,517800,4367605,2/28/2022
CEN123,OAXACA CENTRO,142685,727566,517293,1239498,176796,1127090,1092822,5023750,2/28/2022
CEN124,AEROPUERTO CANCUN,,,,,,,,,2/28/2022
CEN125,AMBAR TUXTLA,321995,118241,701829,788843,1159231,982854,759704,4832697,2/28/2022
CEN126,FORUM TLAQUEPAQUE,950229,954722,833056,90723,1121118,302424,635107,4887379,2/28/2022
CEN127,OUTLET LERMA,214090,1245276,714183,961459,1198214,133584,125451,4592257,2/28/2022
CEN128,VERACRUZ CENTRO,445409,205296,1081561,837587,945360,621215,950186,5086614,2/28/2022
CEN129,PARQUE CELAYA,526814,940028,653658,1220849,1049674,889037,1053625,6333685,2/28/2022
CEN130,AMERICAS TUXTLA,855707,923583,340466,810593,899096,1175620,1239617,6244682,2/28/2022
CEN131,GENOVA,833308,218029,903583,485014,487160,293798,768234,3989126,2/28/2022
CEN132,PASEO ALTOZANO,793444,1193842,454297,1034476,78697,400310,136263,4091329,2/28/2022
CEN133,PASEO CENTRAL CHIHUAHUA,1047841,890511,247495,932725,831583,167995,706557,4824707,2/28/2022
CEN134,GRAN PLAZA MERIDA,554709,469501,963630,341012,1167189,36013,709795,4241849,2/28/2022
CEN135,AEROPUERTO CANCUN T2,580737,149077,60211,351723,137872,346499,252407,1878526,2/28/2022
CEN136,AEROPUERTO CANCUN T4,324373,729541,800236,143567,336418,139029,729104,3202268,2/28/2022
CEN137,PLAZA INSURGENTES,1030065,744507,775109,986982,464502,31863,1147518,5180546,2/28/2022
CEN138,ALTABRISA TABASCO,120194,467300,1130170,907520,764581,492397,278284,4160446,2/28/2022
CEN139,APTO CANCUN T2 GDE,539723,950124,1173461,594997,535347,391262,378149,4563063,2/28/2022
CEN140,DESCONOCIDO,,,,,,,,,2/28/2022
CEN141,GALERIAS DIANA,992096,1195418,1163094,313119,706201,911995,340425,5622348,2/28/2022
CEN142,TAMPICO CENTRO,253870,387950,732122,659098,834649,597685,814692,4280066,2/28/2022
CEN143,ALTAMA,695551,1017474,861063,716245,646192,556482,1249357,5742364,2/28/2022
CEN144,PATIO ACAPULCO,992396,56216,246467,221084,354380,902352,1216905,3989800,2/28/2022
CEN145,CITADEL LA FE,260360,655017,960897,729172,429655,392646,336472,3764219,2/28/2022
CEN146,GALERIAS VALLARTA,1003655,308318,108860,1201133,842174,182536,104054,3750730,2/28/2022
CEN147,ALAIA GUANAJUATO,637889,110544,1224417,99638,963639,1125621,832930,4994678,2/28/2022
CEN148,ISLA VALLARTA,532349,615516,796657,332627,1123298,1180283,597270,5178000,2/28/2022
CEN149,DESCONOCIDO,,,,,,,,,2/28/2022
CEN150,VIA ALTA GUANAJUATO,374745,461959,883032,599570,540235,421654,440900,3722095,2/28/2022
CEN151,PLAZA FIESTA ANAHUAC,1215998,766189,1085602,348031,189681,39817,144748,3790066,2/28/2022
CEN152,PLAZA FIESTA SAN  AGUSTIN,417544,870216,399090,479843,295670,968689,257220,3688272,2/28/2022
CEN153,LAGO DE GUADALUPE,341157,932019,980065,40844,561327,697205,598819,4151436,2/28/2022
CEN154,CENTRIKA,232165,231896,1160455,1000771,1131258,676098,1243561,5676204,2/28/2022
CEN155,PATIO POZA RICA,997172,414910,1145058,822555,185250,1146561,30994,4742500,2/28/2022
CEN156,MERIDA CITY CENTER,575735,368884,1184427,742642,82099,523888,835940,4313615,2/28/2022
CEN157,ZENTRALIA CHURUBUSCO,556771,1101363,849513,1063281,196838,299858,77727,4145351,2/28/2022
CEN158,ALMANARA,511649,506114,479102,1239455,950185,291520,1011459,4989484,2/28/2022
CEN159,PATIO HERMOSILLO,1242067,700090,784049,1243152,511061,604753,1128930,6214102,2/28/2022
CEN160,PATIO CHALCO,826335,578104,380686,72467,850659,827474,697236,4232961,2/28/2022
CEN161,GALERIAS MAZATLAN,585775,57262,1193163,461487,661071,477013,786754,4222525,2/28/2022
CEN162,TERRAZA COAPA,119838,1151623,891434,954652,408338,936881,380907,4843673,2/28/2022
CEN163,LANDMARK GDL,831796,885446,909983,253043,678075,484403,403595,4446341,2/28/2022
CEN164,ESPACIO AGUASCALIENTES,436698,490457,805173,191486,1173101,584498,1005710,4687123,2/28/2022
CEN165,PATIO LINCOLN,267086,1058144,1231235,1011531,833290,492699,285222,5179207,2/28/2022
CEN166,CHIHUAHUA CENTRO,,,,,,,,,2/28/2022
CEN167,OUTLET CANCUN,115808,88195,1055332,1000517,193115,617899,889693,3960559,2/28/2022
CEN168,AMERICAS MERIDA,579520,353449,103302,698197,1168943,813439,986414,4703264,2/28/2022
CEN169,POZA RICA CENTRO,710930,499807,877351,1146617,1222841,346890,1227707,6032143,2/28/2022
CEN170,PATIO MATAMOROS,673974,655076,55472,433276,1089364,395372,921104,4223638,2/28/2022
CEN171,SANTA ANITA,837395,720382,145727,827025,158862,952148,854520,4496059,2/28/2022
CEN172,SENDERO TOLUCA,373341,828281,299661,504071,846807,717591,289612,3859364,2/28/2022
CEN173,SENDERO TIJUANA,198398,747398,1203644,622785,472769,1170097,652367,5067458,2/28/2022
CEN174,PLAYA DEL CARMEN ESSES,1082801,892435,628476,944172,1205446,797174,825896,6376400,2/28/2022
CEN175,FORUM TEPIC,1167483,637676,188985,992769,682199,158814,463624,4291550,2/28/2022
CEN176,PLAZA BELLA OAXACA,899683,185200,1039360,494545,319327,1092360,145459,4175934,2/28/2022
CEN177,MACROPLAZA DEL VALLE (MEXICALI),444037,293536,914112,631154,1147917,767386,228962,4427104,2/28/2022
CEN178,PASEO LOS MOCHIS,119187,465048,856988,354123,367256,1153843,869172,4185617,2/28/2022
CEN179,PLAZA TEPEYAC,30827,559766,152189,1117579,121220,798353,633120,3413054,2/28/2022
CEN180,AMERICAS XALAPA,840024,1133595,456919,971579,173693,143736,40018,3759564,2/28/2022
CEN181,PLAZA SATELITE,484806,607870,525076,1196522,447740,457287,1202687,4921988,2/28/2022
CEN182,SENDERO OBREGON,846025,940163,1089624,1188207,186577,449180,481017,5180793,2/28/2022
CEN183,MASARYK,199798,1230835,30955,319825,288266,956648,338853,3365180,2/28/2022
CEN184,TOWN CENTER EL ROSARIO,44047,1116531,735511,450577,671339,596907,517330,4132242,2/28/2022
CEN185,LOS ATRIOS CUAUTLA,912541,642144,839375,505040,1246405,764685,828251,5738441,2/28/2022
CEN186,DESCONOCIDO,,,,,,,,,2/28/2022
CEN187,GRAN TERRAZA OBLATOS,809031,421637,352828,282981,724509,971726,923141,4485853,2/28/2022
CEN188,PLAZA SAN PEDRO,951445,100787,439801,192858,236318,1154072,1182201,4257482,2/28/2022
CEN189,MADERO 67,1023980,1028898,1213115,610049,1038378,588810,891259,6394489,2/28/2022
CEN190,REFORMA LAREDO,563444,700097,1101586,126856,62445,67234,1055459,3677121,2/28/2022
CEN191,PREMIUM OUTLETS QUERETARO,1194553,238947,288102,683176,610325,1210590,834825,5060518,2/28/2022
CEN192,ACTINVER SANTA FE,65659,372355,474560,672032,230158,1231587,259472,3305823,2/28/2022
CEN193,PRADO NORTE,808770,87785,969693,1078491,854665,729694,275568,4804666,2/28/2022
CEN194,GALERIAS TLAXCALA,573004,851875,592100,1191883,1090879,951544,1096811,6348096,2/28/2022
CEN195,GALERIAS CAMPECHE,624957,686631,180496,1000995,850452,765517,161598,4270646,2/28/2022
CEN196,GALERIAS CELAYA,956275,600756,730932,925475,1079052,943023,688449,5923962,2/28/2022
CEN197,GALERIAS TAPACHULA,174978,309995,520556,813758,656125,1167113,1223985,4866510,2/28/2022
CEN198,FASHION MALL CHIHUAHUA,579101,133779,326529,1078550,659220,1054061,420951,4252191,2/28/2022
CEN199,PUNTA NORTE,509330,20154,1186991,975126,756940,409720,648770,4507031,2/28/2022
CEN200,PERISUR,46434,922032,1225106,936062,811467,808142,169549,4918792,2/28/2022
CEN201,ESFERA MONTERREY,1052104,952793,115021,355386,518574,692721,571355,4257954,2/28/2022
CEN202,COATZACOALCOS CENTRO,,,,,,,,,2/28/2022
CEN203,MACROPLAZA INSURGENTES (TIJUANA),1222411,49344,463750,951468,740875,537016,584613,4549477,2/28/2022
CEN204,PUERTA TEXCOCO,39694,52055,442703,982768,652460,832198,1210572,4212450,2/28/2022
CEN205,APTO CHIHUAHUA,244839,835689,164097,408703,299037,594975,465483,3012823,2/28/2022
CEN206,ROYAL VILLAGE COZUMEL,1078337,330390,288297,970605,78816,840357,499808,4086610,2/28/2022
CEN207,APTO MTY TA,48643,58722,53265,56699,520345,583260,458114,1779048,2/28/2022
CEN208,APTO SLP,633028,291211,350078,379240,157327,106967,856496,2774347,2/28/2022
CEN209,APTO CD JUAREZ,389277,34083,308453,599873,688532,478076,67955,2566249,2/28/2022
CEN210,PUERTO PARAISO LOS CABOS,265495,817303,504480,536552,944754,922790,63437,4054811,2/28/2022
CEN211,LAS MISIONES JUAREZ,844626,655541,903771,542690,594366,182093,977538,4700625,2/28/2022
CEN212,APTO MTY TC,341465,344592,537980,47950,940418,210903,629007,3052315,2/28/2022
CEN213,APTO MAZATLAN,86345,322527,740029,79883,21261,133311,760503,2143859,2/28/2022
CEN214,APTO CULIACAN,,,,,,,,,2/28/2022
CEN215,GALERIAS CUERNAVACA,607119,984611,53613,865700,474370,321521,1185643,4492577,2/28/2022
CEN216,PLAZA SAN LUIS,309351,969953,774458,924654,411751,782792,211466,4384425,2/28/2022
CEN217,GRAN PLAZA MAZATLAN,,,,,,,,,2/28/2022
CEN218,AMERICAS ECATEPEC,450507,778916,837270,1028908,605886,185275,171380,4058142,2/28/2022
CEN219,PLAZA AGORA,498387,771348,711436,65394,644680,1138817,1015196,4845258,2/28/2022
CEN220,PARQUE TEZONTLE,794090,344318,202744,979467,497551,1095029,224080,4137279,2/28/2022
CEN221,E COMMERCE,455539,514341,3535681,275429,256134,554561,824746,6416431,2/28/2022
CEN222,GALERIAS MONTERREY,147902,500984,797554,992354,485688,544510,1152102,4621094,2/28/2022
CEN223,GALERIAS METEPEC,535485,435431,535188,363360,590231,1112024,1208783,4780502,2/28/2022
CEN224,SAN LUIS POTOSI CENTRO,1120078,305397,713763,961504,119772,226465,656994,4103973,2/28/2022
CEN225,PARQUE LINDAVISTA,22793,618020,674812,337553,271965,143323,1201027,3269493,2/28/2022
CEN226,OCEANIA,49900,584752,1154614,507641,662324,538525,750993,4248749,2/28/2022
CEN227,APTO T1 GRANDE,1183524,579485,84628,241835,66486,563056,286206,3005220,2/28/2022
CEN228,APTO T1 CHICA,,,,,,,,,2/28/2022
CEN229,PENINSULA TIJUANA,665267,312477,379350,1167459,692984,582676,914477,4714690,2/28/2022
CEN230,PARQUE TEPEYAC,1042412,88174,1053179,969066,267734,358795,276212,4055572,2/28/2022
CEN231,PORTAL SAN ANGEL,806518,500992,581504,318023,1206763,298167,371298,4083265,2/28/2022
CEN232,AMERICAS CHETUMAL,279966,106071,684150,1030810,364699,964171,257885,3687752,2/28/2022
CEN233,GALERIAS SALTILLO,588304,821501,739111,372455,884520,1052351,203044,4661286,2/28/2022
CEN234,MITHIKA,329333,975915,361409,882480,75245,436291,789820,3850493,2/28/2022
CEN235,FUNO CAMBIO 3,,,,,,,,,2/28/2022
CEN236,FUNO CAMBIO 4,,,,,,,,,2/28/2022
